Contact	DeliveryPercentage	OverheadRatio	AvgLatency	TotalForwards
36500	25.72062084257206	614.7327586206897	955.820258615727	128.71729490022173
36600	25.88495575221239	611.1111111111111	955.6974358915822	128.77986725663717
36700	25.799338478500548	612.6025641025641	955.6974358915822	128.65380374862184
36800	25.742574257425744	614.2521367521367	955.6974358915822	128.71507150715072
36900	25.657894736842106	616.1239316239316	955.6974358915822	128.69078947368422
37000	25.601750547045953	617.9871794871794	955.6974358915822	128.79540481400437
37100	25.54585152838428	619.5470085470085	955.6974358915822	128.83187772925766
37200	25.462459194776933	621.1752136752136	955.6974358915822	128.7410228509249
37300	25.379609544468547	623.1196581196581	955.6974358915822	128.73101952277656
37400	25.2972972972973	624.8162393162393	955.6974358915822	128.66270270270272
37500	25.350593311758363	623.663829787234	958.6808510574956	128.69363538295576
37600	25.268817204301076	625.3914893617022	958.6808510574956	128.63548387096773
37700	25.187566988210076	627.2	958.6808510574956	128.58628081457664
37800	25.213675213675213	626.2542372881356	957.5885593152096	128.52350427350427
37900	25.15991471215352	627.8262711864406	957.5885593152096	128.5586353944563
38000	25.106382978723403	629.4322033898305	957.5885593152096	128.60531914893616
38100	25.026511134676564	631.0508474576271	957.5885593152096	128.52067868504773
38200	25.052854122621564	630.1645569620254	962.098312228957	128.46934460887948
38300	24.973656480505795	631.9113924050633	962.098312228957	128.4141201264489
38400	24.89495798319328	633.7215189873418	962.098312228957	128.3813025210084
38500	24.81675392670157	635.5316455696203	962.098312228957	128.3434554973822
38600	24.739039665970772	637.3459915611814	962.098312228957	128.30584551148226
38700	24.791666666666668	636.3865546218487	968.2088235215546	128.39166666666668
38800	24.81827622014538	635.3556485355649	974.7330543849221	128.31464174454828
38900	24.974093264248705	631.7095435684647	1002.8053941814353	128.36891191709844
39000	24.922440537745604	633.3817427385892	1002.8053941814353	128.44157187176836
39100	24.84536082474227	634.954356846473	1002.8053941814353	128.35876288659793
39200	24.922760041194643	633.8801652892562	1015.7516528825944	128.53861997940268
39300	24.948665297741275	632.7695473251028	1014.5123456685126	128.44147843942505
39400	24.897540983606557	634.3621399176955	1014.5123456685126	128.49487704918033
39500	24.846625766871167	635.8971193415638	1014.5123456685126	128.53680981595093
39600	24.79591836734694	637.7572016460905	1014.5123456685126	128.65102040816328
39700	24.720244150559513	639.5020576131687	1014.5123456685126	128.61851475076298
39800	24.67005076142132	640.9547325102881	1014.5123456685126	128.63959390862945
39900	24.595141700404856	642.2427983539095	1014.5123456685126	128.48684210526315
40000	24.646464646464647	641.1434426229508	1044.265573759438	128.52727272727273
40100	24.697580645161292	640.3836734693878	1054.2775510087984	128.64415322580646
40200	24.623115577889447	642.0530612244899	1054.2775510087984	128.5819095477387
40300	24.57372116349047	643.6897959183674	1054.2775510087984	128.6529588766299
